lga_name,state,zone,year,month,rainfall_mm,temp_max_c,temp_min_c,humidity_pct,ndvi,flood_risk_flag,drought_flag
Eastern Obolo,Akwa Ibom,SS,2019,9,2110.0,26.8,25.6,78.8,0.162,1,0
Eastern Obolo,Akwa Ibom,SS,2019,10,564.1,28.6,21.9,96.0,0.663,0,0
Eastern Obolo,Akwa Ibom,SS,2019,11,276.0,28.3,20.9,69.7,0.693,0,0
Eastern Obolo,Akwa Ibom,SS,2019,12,120.2,32.3,24.6,66.3,0.574,0,0
Eastern Obolo,Akwa Ibom,SS,2020,1,21.0,32.9,20.6,82.4,0.176,0,1
Eastern Obolo,Akwa Ibom,SS,2020,2,90.6,29.1,23.7,82.7,0.13,0,0
Eastern Obolo,Akwa Ibom,SS,2020,3,508.8,30.2,25.8,73.3,0.413,0,0
Eastern Obolo,Akwa Ibom,SS,2020,4,480.8,28.1,24.0,95.3,0.554,0,0
Eastern Obolo,Akwa Ibom,SS,2020,5,1490.0,32.2,24.9,94.5,0.461,0,0
Eastern Obolo,Akwa Ibom,SS,2020,6,1539.5,32.5,21.5,89.0,0.465,0,0
Eastern Obolo,Akwa Ibom,SS,2020,7,201.6,29.6,24.8,85.1,0.108,0,0
Eastern Obolo,Akwa Ibom,SS,2020,8,2580.4,32.4,23.0,83.0,0.287,1,0
Eastern Obolo,Akwa Ibom,SS,2020,9,698.9,28.0,25.0,76.2,0.123,0,0
Eastern Obolo,Akwa Ibom,SS,2020,10,1524.4,26.8,24.3,66.6,0.364,0,0
Eastern Obolo,Akwa Ibom,SS,2020,11,570.9,27.5,25.7,82.1,0.677,0,0
Eastern Obolo,Akwa Ibom,SS,2020,12,69.1,31.6,23.5,85.9,0.773,0,0
Eastern Obolo,Akwa Ibom,SS,2021,1,118.3,33.0,20.6,88.2,0.498,0,0
Eastern Obolo,Akwa Ibom,SS,2021,2,67.1,32.2,25.8,67.5,0.739,0,0
Eastern Obolo,Akwa Ibom,SS,2021,3,531.7,32.3,25.8,92.4,0.643,0,0
Eastern Obolo,Akwa Ibom,SS,2021,4,112.2,26.8,24.2,88.9,0.343,0,0
Eastern Obolo,Akwa Ibom,SS,2021,5,985.5,27.3,24.7,66.7,0.673,0,0
Eastern Obolo,Akwa Ibom,SS,2021,6,912.3,29.6,23.4,92.7,0.509,0,0
Eastern Obolo,Akwa Ibom,SS,2021,7,2117.2,28.2,20.4,70.7,0.103,1,0
Eastern Obolo,Akwa Ibom,SS,2021,8,1799.4,26.0,21.3,88.9,0.282,0,0
Eastern Obolo,Akwa Ibom,SS,2021,9,1383.3,28.9,24.1,81.3,0.731,0,0
Eastern Obolo,Akwa Ibom,SS,2021,10,295.2,28.9,22.1,93.1,0.743,0,0
Eastern Obolo,Akwa Ibom,SS,2021,11,390.1,27.5,21.7,84.0,0.342,0,0
Eastern Obolo,Akwa Ibom,SS,2021,12,15.7,27.6,23.0,87.3,0.377,0,1
Eastern Obolo,Akwa Ibom,SS,2022,1,100.0,28.8,22.1,82.4,0.201,0,0
Eastern Obolo,Akwa Ibom,SS,2022,2,110.7,32.5,25.3,71.3,0.721,0,0
Eastern Obolo,Akwa Ibom,SS,2022,3,468.3,31.9,20.1,97.9,0.795,0,0
Eastern Obolo,Akwa Ibom,SS,2022,4,539.2,32.9,23.3,81.1,0.278,0,0
Eastern Obolo,Akwa Ibom,SS,2022,5,1657.8,28.9,25.4,87.1,0.498,0,0
Eastern Obolo,Akwa Ibom,SS,2022,6,2472.0,32.5,22.2,73.3,0.481,1,0
Eastern Obolo,Akwa Ibom,SS,2022,7,487.9,31.2,24.1,93.2,0.24,0,0
Eastern Obolo,Akwa Ibom,SS,2022,8,849.4,32.2,20.2,72.2,0.29,0,0
Eastern Obolo,Akwa Ibom,SS,2022,9,2474.4,28.0,20.8,86.1,0.46,1,0
Eastern Obolo,Akwa Ibom,SS,2022,10,693.4,29.8,23.1,84.5,0.111,0,0
Eastern Obolo,Akwa Ibom,SS,2022,11,378.8,28.6,23.7,70.9,0.565,0,0
Eastern Obolo,Akwa Ibom,SS,2022,12,92.7,31.7,25.7,79.4,0.214,0,0
Eastern Obolo,Akwa Ibom,SS,2023,1,41.7,29.8,20.5,70.7,0.338,0,0
Eastern Obolo,Akwa Ibom,SS,2023,2,136.6,26.9,21.2,89.4,0.593,0,0
Eastern Obolo,Akwa Ibom,SS,2023,3,599.7,32.8,23.8,80.5,0.493,0,0
Eastern Obolo,Akwa Ibom,SS,2023,4,456.6,32.7,21.0,96.7,0.75,0,0
Eastern Obolo,Akwa Ibom,SS,2023,5,1543.8,26.9,23.1,67.9,0.418,0,0
Eastern Obolo,Akwa Ibom,SS,2023,6,379.9,32.8,22.5,83.6,0.354,0,0
Eastern Obolo,Akwa Ibom,SS,2023,7,2755.4,26.9,22.3,90.0,0.3,1,0
Eastern Obolo,Akwa Ibom,SS,2023,8,1446.3,31.4,24.0,74.2,0.796,0,0
Eastern Obolo,Akwa Ibom,SS,2023,9,2541.0,28.0,21.5,67.4,0.62,1,0
Eastern Obolo,Akwa Ibom,SS,2023,10,408.5,27.7,24.2,92.3,0.402,0,0
Eastern Obolo,Akwa Ibom,SS,2023,11,407.9,29.0,22.8,83.9,0.135,0,0
Eastern Obolo,Akwa Ibom,SS,2023,12,68.0,30.5,25.8,73.5,0.437,0,0
Eastern Obolo,Akwa Ibom,SS,2024,1,98.0,31.3,24.3,68.2,0.563,0,0
Eastern Obolo,Akwa Ibom,SS,2024,2,16.3,26.0,21.4,73.3,0.619,0,1
Eastern Obolo,Akwa Ibom,SS,2024,3,512.3,27.2,20.1,67.8,0.482,0,0
Eastern Obolo,Akwa Ibom,SS,2024,4,297.2,29.3,23.7,76.4,0.255,0,0
Eastern Obolo,Akwa Ibom,SS,2024,5,1571.7,31.2,21.7,69.4,0.248,0,0
Eastern Obolo,Akwa Ibom,SS,2024,6,794.0,30.3,20.8,69.2,0.72,0,0
Eastern Obolo,Akwa Ibom,SS,2024,7,1553.7,29.2,21.1,80.1,0.353,0,0
Eastern Obolo,Akwa Ibom,SS,2024,8,2072.2,26.3,26.0,86.7,0.465,0,0
Eastern Obolo,Akwa Ibom,SS,2024,9,2650.2,27.3,20.6,95.5,0.468,1,0
Eastern Obolo,Akwa Ibom,SS,2024,10,828.7,26.2,24.3,71.3,0.261,0,0
Eastern Obolo,Akwa Ibom,SS,2024,11,501.4,31.0,23.2,82.9,0.454,0,0
Eastern Obolo,Akwa Ibom,SS,2024,12,49.9,31.7,20.1,89.7,0.567,0,0
Eastern Obolo,Akwa Ibom,SS,2025,1,73.4,32.3,23.8,94.2,0.64,0,0
Eastern Obolo,Akwa Ibom,SS,2025,2,42.6,30.6,24.7,75.3,0.627,0,0
Eastern Obolo,Akwa Ibom,SS,2025,3,61.9,28.7,24.2,88.8,0.271,0,0
Eastern Obolo,Akwa Ibom,SS,2025,4,366.2,29.7,21.4,86.3,0.138,0,0
Eastern Obolo,Akwa Ibom,SS,2025,5,1784.2,32.5,21.9,67.7,0.394,0,0
Eastern Obolo,Akwa Ibom,SS,2025,6,2045.7,30.5,23.6,74.6,0.622,0,0
Eket,Akwa Ibom,SS,2019,1,70.9,29.2,24.0,67.3,0.796,0,0
Eket,Akwa Ibom,SS,2019,2,88.7,31.5,21.3,78.7,0.744,0,0
Eket,Akwa Ibom,SS,2019,3,527.7,32.1,22.0,88.7,0.646,0,0
Eket,Akwa Ibom,SS,2019,4,217.0,31.5,20.8,97.1,0.18,0,0
Eket,Akwa Ibom,SS,2019,5,1048.1,31.2,21.0,96.4,0.333,0,0
Eket,Akwa Ibom,SS,2019,6,1946.5,26.6,21.7,72.1,0.441,0,0
Eket,Akwa Ibom,SS,2019,7,1354.2,28.8,21.2,95.2,0.508,0,0
Eket,Akwa Ibom,SS,2019,8,2667.5,28.5,24.6,83.6,0.536,1,0
Eket,Akwa Ibom,SS,2019,9,1556.4,29.3,20.5,80.8,0.539,0,0
Eket,Akwa Ibom,SS,2019,10,352.8,32.1,20.8,66.5,0.603,0,0
Eket,Akwa Ibom,SS,2019,11,100.3,31.5,20.6,73.4,0.453,0,0
Eket,Akwa Ibom,SS,2019,12,65.6,28.9,20.3,71.0,0.16,0,0
Eket,Akwa Ibom,SS,2020,1,77.1,30.1,20.6,93.6,0.637,0,0
Eket,Akwa Ibom,SS,2020,2,116.0,30.0,22.4,68.2,0.588,0,0
Eket,Akwa Ibom,SS,2020,3,412.3,31.6,24.0,65.3,0.599,0,0
Eket,Akwa Ibom,SS,2020,4,389.8,28.5,24.2,94.7,0.291,0,0
Eket,Akwa Ibom,SS,2020,5,1216.8,29.4,24.0,86.2,0.714,0,0
Eket,Akwa Ibom,SS,2020,6,2204.0,30.1,22.4,76.5,0.561,1,0
Eket,Akwa Ibom,SS,2020,7,1914.6,31.7,21.2,66.5,0.796,0,0
Eket,Akwa Ibom,SS,2020,8,477.7,26.9,22.8,89.5,0.145,0,0
Eket,Akwa Ibom,SS,2020,9,2009.7,32.1,21.5,90.0,0.265,0,0
Eket,Akwa Ibom,SS,2020,10,486.7,29.0,22.2,79.8,0.439,0,0
Eket,Akwa Ibom,SS,2020,11,283.2,27.8,24.3,92.1,0.372,0,0
Eket,Akwa Ibom,SS,2020,12,126.2,28.3,25.1,75.6,0.245,0,0
Eket,Akwa Ibom,SS,2021,1,17.4,28.1,23.9,79.4,0.165,0,1
Eket,Akwa Ibom,SS,2021,2,7.6,32.4,20.5,94.5,0.539,0,1
Eket,Akwa Ibom,SS,2021,3,524.4,26.2,24.7,67.8,0.562,0,0
Eket,Akwa Ibom,SS,2021,4,358.6,26.2,25.1,97.9,0.375,0,0
Eket,Akwa Ibom,SS,2021,5,1300.6,28.9,24.6,92.5,0.291,0,0
Eket,Akwa Ibom,SS,2021,6,581.9,31.9,25.5,68.0,0.184,0,0
Eket,Akwa Ibom,SS,2021,7,2816.8,28.0,21.4,77.9,0.45,1,0
Eket,Akwa Ibom,SS,2021,8,2457.6,31.5,24.4,72.2,0.344,1,0
Eket,Akwa Ibom,SS,2021,9,712.1,32.5,25.1,83.9,0.601,0,0
Eket,Akwa Ibom,SS,2021,10,1600.9,28.3,22.7,89.3,0.366,0,0
Eket,Akwa Ibom,SS,2021,11,147.9,31.1,22.8,83.5,0.166,0,0
Eket,Akwa Ibom,SS,2021,12,15.4,29.5,23.1,72.4,0.517,0,1
Eket,Akwa Ibom,SS,2022,1,123.2,31.9,21.6,89.0,0.624,0,0
Eket,Akwa Ibom,SS,2022,2,145.0,26.5,24.1,67.9,0.527,0,0
Eket,Akwa Ibom,SS,2022,3,394.2,30.3,23.9,87.1,0.266,0,0
Eket,Akwa Ibom,SS,2022,4,469.4,28.8,25.2,95.2,0.334,0,0
Eket,Akwa Ibom,SS,2022,5,1283.6,27.8,23.5,90.1,0.508,0,0
Eket,Akwa Ibom,SS,2022,6,331.4,30.2,22.0,94.3,0.381,0,0
Eket,Akwa Ibom,SS,2022,7,2996.7,26.4,22.4,77.9,0.598,1,0
Eket,Akwa Ibom,SS,2022,8,486.6,32.9,22.2,67.5,0.281,0,0
Eket,Akwa Ibom,SS,2022,9,1419.2,29.2,24.4,96.7,0.599,0,0
Eket,Akwa Ibom,SS,2022,10,1198.0,32.1,25.0,81.5,0.163,0,0
Eket,Akwa Ibom,SS,2022,11,452.3,28.5,25.2,89.9,0.712,0,0
Eket,Akwa Ibom,SS,2022,12,105.5,29.3,23.8,87.1,0.272,0,0
Eket,Akwa Ibom,SS,2023,1,66.7,32.5,22.9,85.7,0.214,0,0
Eket,Akwa Ibom,SS,2023,2,121.8,28.2,24.5,78.0,0.423,0,0
Eket,Akwa Ibom,SS,2023,3,427.3,28.3,21.8,84.6,0.6,0,0
Eket,Akwa Ibom,SS,2023,4,51.1,26.6,21.1,84.4,0.524,0,0
Eket,Akwa Ibom,SS,2023,5,1131.4,30.2,20.6,74.7,0.484,0,0
Eket,Akwa Ibom,SS,2023,6,2925.8,32.6,20.1,86.7,0.502,1,0
Eket,Akwa Ibom,SS,2023,7,768.1,30.9,20.6,97.4,0.374,0,0
Eket,Akwa Ibom,SS,2023,8,1780.0,29.3,21.6,65.7,0.145,0,0
Eket,Akwa Ibom,SS,2023,9,1388.5,29.8,23.2,67.5,0.45,0,0
Eket,Akwa Ibom,SS,2023,10,232.9,26.9,23.6,67.2,0.286,0,0
Eket,Akwa Ibom,SS,2023,11,429.2,30.5,20.4,84.5,0.658,0,0
Eket,Akwa Ibom,SS,2023,12,114.8,29.3,24.0,94.9,0.335,0,0
Eket,Akwa Ibom,SS,2024,1,93.0,27.1,24.2,76.9,0.191,0,0
Eket,Akwa Ibom,SS,2024,2,85.4,29.9,24.0,93.7,0.729,0,0
Eket,Akwa Ibom,SS,2024,3,141.1,31.5,20.9,69.9,0.645,0,0
Eket,Akwa Ibom,SS,2024,4,436.7,30.3,21.3,72.8,0.765,0,0
Eket,Akwa Ibom,SS,2024,5,1018.8,29.1,23.7,68.4,0.608,0,0
Eket,Akwa Ibom,SS,2024,6,702.6,31.6,23.6,78.5,0.439,0,0
Eket,Akwa Ibom,SS,2024,7,596.4,29.7,21.9,89.3,0.286,0,0
Eket,Akwa Ibom,SS,2024,8,939.4,28.5,20.2,87.6,0.728,0,0
Eket,Akwa Ibom,SS,2024,9,849.4,31.3,25.5,69.1,0.485,0,0
Eket,Akwa Ibom,SS,2024,10,694.4,30.8,23.2,66.6,0.478,0,0
Eket,Akwa Ibom,SS,2024,11,210.2,31.2,24.9,96.1,0.625,0,0
Eket,Akwa Ibom,SS,2024,12,114.0,28.4,20.7,65.4,0.471,0,0
Eket,Akwa Ibom,SS,2025,1,23.0,29.9,23.9,94.4,0.677,0,1
Eket,Akwa Ibom,SS,2025,2,76.8,29.4,25.8,73.4,0.405,0,0
Eket,Akwa Ibom,SS,2025,3,365.3,29.1,24.9,89.1,0.768,0,0
Eket,Akwa Ibom,SS,2025,4,244.8,31.8,24.7,74.8,0.634,0,0
Eket,Akwa Ibom,SS,2025,5,504.2,27.5,21.8,79.7,0.294,0,0
Eket,Akwa Ibom,SS,2025,6,1786.1,32.8,21.2,80.8,0.726,0,0
Esit Eket,Akwa Ibom,SS,2019,1,28.6,31.6,25.6,79.2,0.725,0,1
Esit Eket,Akwa Ibom,SS,2019,2,79.0,30.3,20.4,65.0,0.253,0,0
Esit Eket,Akwa Ibom,SS,2019,3,195.4,29.8,23.8,73.1,0.791,0,0
Esit Eket,Akwa Ibom,SS,2019,4,58.7,32.7,20.7,74.6,0.324,0,0
Esit Eket,Akwa Ibom,SS,2019,5,1173.1,27.8,20.8,78.8,0.537,0,0
Esit Eket,Akwa Ibom,SS,2019,6,2613.2,30.5,22.6,84.6,0.289,1,0
Esit Eket,Akwa Ibom,SS,2019,7,2856.0,29.4,21.4,97.0,0.364,1,0
Esit Eket,Akwa Ibom,SS,2019,8,1780.6,31.3,25.6,84.2,0.525,0,0
Esit Eket,Akwa Ibom,SS,2019,9,415.4,31.3,22.9,88.8,0.372,0,0
Esit Eket,Akwa Ibom,SS,2019,10,713.9,30.3,23.9,82.4,0.467,0,0
Esit Eket,Akwa Ibom,SS,2019,11,489.6,29.5,23.6,87.4,0.732,0,0
Esit Eket,Akwa Ibom,SS,2019,12,131.8,29.2,21.5,91.4,0.528,0,0
Esit Eket,Akwa Ibom,SS,2020,1,43.6,27.8,25.7,88.9,0.753,0,0
Esit Eket,Akwa Ibom,SS,2020,2,16.7,29.0,25.1,75.6,0.337,0,1
Esit Eket,Akwa Ibom,SS,2020,3,173.1,29.3,21.7,79.5,0.21,0,0
Esit Eket,Akwa Ibom,SS,2020,4,110.7,29.6,23.1,79.7,0.368,0,0
Esit Eket,Akwa Ibom,SS,2020,5,1483.3,31.5,25.5,67.7,0.484,0,0
Esit Eket,Akwa Ibom,SS,2020,6,1753.9,29.6,22.0,81.3,0.709,0,0
Esit Eket,Akwa Ibom,SS,2020,7,1682.9,32.8,20.8,71.2,0.516,0,0
Esit Eket,Akwa Ibom,SS,2020,8,1971.9,26.2,20.4,84.4,0.324,0,0
Esit Eket,Akwa Ibom,SS,2020,9,1149.4,26.8,21.4,75.6,0.355,0,0
Esit Eket,Akwa Ibom,SS,2020,10,145.4,31.1,20.4,72.4,0.312,0,0
Esit Eket,Akwa Ibom,SS,2020,11,135.4,28.9,25.2,89.4,0.429,0,0
Esit Eket,Akwa Ibom,SS,2020,12,147.2,27.3,21.4,95.9,0.737,0,0
Esit Eket,Akwa Ibom,SS,2021,1,117.9,31.3,22.0,71.7,0.714,0,0
Esit Eket,Akwa Ibom,SS,2021,2,35.3,31.0,23.7,80.6,0.753,0,0
Esit Eket,Akwa Ibom,SS,2021,3,498.1,30.7,20.1,78.1,0.667,0,0
Esit Eket,Akwa Ibom,SS,2021,4,317.1,31.1,20.7,78.3,0.1,0,0
Esit Eket,Akwa Ibom,SS,2021,5,928.0,29.4,23.8,85.9,0.453,0,0
Esit Eket,Akwa Ibom,SS,2021,6,2599.8,27.0,24.2,80.7,0.233,1,0
Esit Eket,Akwa Ibom,SS,2021,7,2578.0,29.0,20.3,95.8,0.419,1,0
Esit Eket,Akwa Ibom,SS,2021,8,1806.0,31.7,24.3,93.6,0.692,0,0
Esit Eket,Akwa Ibom,SS,2021,9,1324.0,30.0,23.9,97.9,0.452,0,0
Esit Eket,Akwa Ibom,SS,2021,10,647.3,28.3,20.1,94.0,0.139,0,0
Esit Eket,Akwa Ibom,SS,2021,11,396.3,27.9,22.2,66.5,0.593,0,0
Esit Eket,Akwa Ibom,SS,2021,12,93.1,27.1,23.7,97.1,0.793,0,0
Esit Eket,Akwa Ibom,SS,2022,1,117.7,26.2,20.5,95.7,0.529,0,0
Esit Eket,Akwa Ibom,SS,2022,2,108.8,30.8,20.9,76.7,0.414,0,0
Esit Eket,Akwa Ibom,SS,2022,3,120.3,28.0,21.4,76.0,0.313,0,0
Esit Eket,Akwa Ibom,SS,2022,4,74.7,28.5,23.0,67.2,0.409,0,0
Esit Eket,Akwa Ibom,SS,2022,5,437.6,29.9,24.6,88.9,0.652,0,0
Esit Eket,Akwa Ibom,SS,2022,6,619.1,31.6,21.9,68.0,0.715,0,0
Esit Eket,Akwa Ibom,SS,2022,7,2391.6,31.9,22.8,66.1,0.454,1,0
Esit Eket,Akwa Ibom,SS,2022,8,1577.3,26.1,22.0,75.4,0.24,0,0
Esit Eket,Akwa Ibom,SS,2022,9,1719.3,26.0,21.2,77.9,0.533,0,0
Esit Eket,Akwa Ibom,SS,2022,10,906.0,29.1,21.3,85.4,0.36,0,0
Esit Eket,Akwa Ibom,SS,2022,11,468.6,31.2,25.8,76.5,0.658,0,0
Esit Eket,Akwa Ibom,SS,2022,12,128.9,28.9,22.5,71.0,0.646,0,0
Esit Eket,Akwa Ibom,SS,2023,1,83.7,28.2,23.3,83.2,0.647,0,0
Esit Eket,Akwa Ibom,SS,2023,2,125.5,27.3,25.2,82.2,0.334,0,0
Esit Eket,Akwa Ibom,SS,2023,3,286.4,32.1,23.3,70.1,0.302,0,0
Esit Eket,Akwa Ibom,SS,2023,4,577.4,30.0,21.9,72.3,0.172,0,0
Esit Eket,Akwa Ibom,SS,2023,5,502.7,32.1,22.6,71.3,0.125,0,0
Esit Eket,Akwa Ibom,SS,2023,6,2878.6,28.6,21.3,78.5,0.283,1,0
Esit Eket,Akwa Ibom,SS,2023,7,2775.8,27.4,25.2,90.7,0.634,1,0
Esit Eket,Akwa Ibom,SS,2023,8,2797.3,29.0,21.0,82.7,0.398,1,0
Esit Eket,Akwa Ibom,SS,2023,9,2050.1,26.3,22.4,80.9,0.797,0,0
Esit Eket,Akwa Ibom,SS,2023,10,688.3,28.5,24.7,89.3,0.627,0,0
Esit Eket,Akwa Ibom,SS,2023,11,216.5,26.7,20.0,96.1,0.63,0,0
Esit Eket,Akwa Ibom,SS,2023,12,102.8,29.1,25.4,69.3,0.784,0,0
Esit Eket,Akwa Ibom,SS,2024,1,49.3,27.3,24.1,91.5,0.473,0,0
Esit Eket,Akwa Ibom,SS,2024,2,95.1,29.5,20.4,85.7,0.738,0,0
Esit Eket,Akwa Ibom,SS,2024,3,489.4,29.7,20.9,76.3,0.453,0,0
Esit Eket,Akwa Ibom,SS,2024,4,461.0,31.5,23.8,66.5,0.115,0,0
Esit Eket,Akwa Ibom,SS,2024,5,582.7,26.8,24.8,67.8,0.141,0,0
Esit Eket,Akwa Ibom,SS,2024,6,1480.7,32.6,24.6,84.1,0.182,0,0
Esit Eket,Akwa Ibom,SS,2024,7,1230.1,29.7,20.7,90.3,0.675,0,0
Esit Eket,Akwa Ibom,SS,2024,8,395.1,30.4,23.8,97.0,0.163,0,0
Esit Eket,Akwa Ibom,SS,2024,9,1996.5,26.1,21.7,86.9,0.349,0,0
Esit Eket,Akwa Ibom,SS,2024,10,162.0,32.1,21.9,83.2,0.124,0,0
Esit Eket,Akwa Ibom,SS,2024,11,395.2,30.1,20.8,80.8,0.384,0,0
Esit Eket,Akwa Ibom,SS,2024,12,134.6,30.4,20.2,86.5,0.317,0,0
Esit Eket,Akwa Ibom,SS,2025,1,120.0,30.4,22.0,86.4,0.617,0,0
Esit Eket,Akwa Ibom,SS,2025,2,129.0,30.5,23.0,66.3,0.574,0,0
Esit Eket,Akwa Ibom,SS,2025,3,479.5,28.8,23.4,78.3,0.441,0,0
Esit Eket,Akwa Ibom,SS,2025,4,526.4,28.1,22.0,81.8,0.621,0,0
Esit Eket,Akwa Ibom,SS,2025,5,918.5,29.7,21.3,76.5,0.648,0,0
Esit Eket,Akwa Ibom,SS,2025,6,2352.5,32.1,24.0,73.6,0.553,1,0
Essien Udim,Akwa Ibom,SS,2019,1,131.8,30.3,25.0,78.4,0.592,0,0
Essien Udim,Akwa Ibom,SS,2019,2,103.1,26.2,20.2,66.2,0.35,0,0
Essien Udim,Akwa Ibom,SS,2019,3,367.3,32.6,23.3,74.0,0.781,0,0
Essien Udim,Akwa Ibom,SS,2019,4,544.3,29.9,24.6,91.4,0.392,0,0
Essien Udim,Akwa Ibom,SS,2019,5,1170.7,31.9,20.6,65.3,0.503,0,0
Essien Udim,Akwa Ibom,SS,2019,6,462.0,29.1,23.4,81.6,0.413,0,0
Essien Udim,Akwa Ibom,SS,2019,7,359.5,31.8,25.7,81.5,0.181,0,0
Essien Udim,Akwa Ibom,SS,2019,8,1284.3,28.8,23.2,83.5,0.256,0,0
Essien Udim,Akwa Ibom,SS,2019,9,200.8,32.0,23.3,77.5,0.176,0,0
Essien Udim,Akwa Ibom,SS,2019,10,398.9,26.7,20.3,77.6,0.328,0,0
Essien Udim,Akwa Ibom,SS,2019,11,558.7,28.7,20.9,79.5,0.178,0,0
Essien Udim,Akwa Ibom,SS,2019,12,130.9,27.5,20.6,79.6,0.515,0,0
Essien Udim,Akwa Ibom,SS,2020,1,72.0,27.2,25.2,91.0,0.761,0,0
Essien Udim,Akwa Ibom,SS,2020,2,90.7,32.5,24.8,86.1,0.759,0,0
Essien Udim,Akwa Ibom,SS,2020,3,308.3,28.5,23.3,85.8,0.553,0,0
Essien Udim,Akwa Ibom,SS,2020,4,381.6,29.2,22.8,72.6,0.254,0,0
Essien Udim,Akwa Ibom,SS,2020,5,1386.9,31.4,20.6,79.0,0.726,0,0
Essien Udim,Akwa Ibom,SS,2020,6,641.6,32.6,25.0,73.7,0.736,0,0
Essien Udim,Akwa Ibom,SS,2020,7,869.6,26.6,22.5,66.2,0.285,0,0
Essien Udim,Akwa Ibom,SS,2020,8,2333.3,28.6,22.6,74.4,0.342,1,0
Essien Udim,Akwa Ibom,SS,2020,9,2029.9,31.2,20.9,94.8,0.39,0,0
Essien Udim,Akwa Ibom,SS,2020,10,1109.3,31.1,22.2,67.8,0.571,0,0
Essien Udim,Akwa Ibom,SS,2020,11,356.8,32.2,25.0,95.8,0.672,0,0
Essien Udim,Akwa Ibom,SS,2020,12,87.0,27.8,23.0,92.3,0.195,0,0
Essien Udim,Akwa Ibom,SS,2021,1,93.4,31.7,24.8,79.7,0.516,0,0
Essien Udim,Akwa Ibom,SS,2021,2,140.2,31.2,21.9,70.7,0.433,0,0
Essien Udim,Akwa Ibom,SS,2021,3,267.6,30.9,22.9,86.8,0.185,0,0
Essien Udim,Akwa Ibom,SS,2021,4,278.8,31.9,25.4,65.1,0.219,0,0
Essien Udim,Akwa Ibom,SS,2021,5,1276.4,27.3,21.1,70.1,0.347,0,0
Essien Udim,Akwa Ibom,SS,2021,6,1248.4,29.9,20.9,96.2,0.604,0,0
Essien Udim,Akwa Ibom,SS,2021,7,2518.7,27.5,21.5,69.1,0.582,1,0
Essien Udim,Akwa Ibom,SS,2021,8,1132.3,31.9,23.5,76.6,0.751,0,0
Essien Udim,Akwa Ibom,SS,2021,9,2631.6,30.4,24.6,93.6,0.337,1,0
Essien Udim,Akwa Ibom,SS,2021,10,718.9,32.3,23.0,67.0,0.733,0,0
Essien Udim,Akwa Ibom,SS,2021,11,398.9,29.7,21.0,65.4,0.209,0,0
Essien Udim,Akwa Ibom,SS,2021,12,17.7,28.7,21.2,66.1,0.565,0,1
Essien Udim,Akwa Ibom,SS,2022,1,101.1,27.5,23.2,68.5,0.648,0,0
Essien Udim,Akwa Ibom,SS,2022,2,29.1,29.3,22.7,73.0,0.715,0,1
Essien Udim,Akwa Ibom,SS,2022,3,101.5,29.1,24.3,79.5,0.404,0,0
Essien Udim,Akwa Ibom,SS,2022,4,380.2,32.4,24.8,93.4,0.506,0,0
Essien Udim,Akwa Ibom,SS,2022,5,1534.1,31.3,23.2,79.7,0.594,0,0
Essien Udim,Akwa Ibom,SS,2022,6,2294.8,30.1,20.9,84.0,0.288,1,0
Essien Udim,Akwa Ibom,SS,2022,7,1890.1,31.5,21.2,81.1,0.546,0,0
Essien Udim,Akwa Ibom,SS,2022,8,1560.5,32.9,25.0,89.8,0.382,0,0
Essien Udim,Akwa Ibom,SS,2022,9,1588.2,31.0,23.6,93.9,0.737,0,0
Essien Udim,Akwa Ibom,SS,2022,10,654.9,28.8,22.5,79.5,0.451,0,0
Essien Udim,Akwa Ibom,SS,2022,11,465.1,26.2,20.5,69.1,0.599,0,0
Essien Udim,Akwa Ibom,SS,2022,12,118.2,32.1,22.9,84.7,0.339,0,0
Essien Udim,Akwa Ibom,SS,2023,1,50.6,32.4,23.3,82.6,0.233,0,0
Essien Udim,Akwa Ibom,SS,2023,2,22.0,28.2,25.8,96.1,0.61,0,1
Essien Udim,Akwa Ibom,SS,2023,3,321.9,26.7,22.4,82.8,0.108,0,0
Essien Udim,Akwa Ibom,SS,2023,4,172.2,26.9,20.3,68.9,0.518,0,0
Essien Udim,Akwa Ibom,SS,2023,5,946.3,31.9,24.4,85.3,0.711,0,0
Essien Udim,Akwa Ibom,SS,2023,6,2871.9,26.5,22.1,90.6,0.568,1,0
Essien Udim,Akwa Ibom,SS,2023,7,836.8,29.4,25.5,76.9,0.272,0,0
Essien Udim,Akwa Ibom,SS,2023,8,2456.0,32.0,23.5,67.8,0.572,1,0
Essien Udim,Akwa Ibom,SS,2023,9,2358.5,26.1,22.5,71.1,0.601,1,0
Essien Udim,Akwa Ibom,SS,2023,10,694.0,28.0,20.2,69.7,0.739,0,0
Essien Udim,Akwa Ibom,SS,2023,11,402.2,31.7,21.9,96.4,0.487,0,0
Essien Udim,Akwa Ibom,SS,2023,12,93.7,27.0,25.5,76.1,0.547,0,0
Essien Udim,Akwa Ibom,SS,2024,1,85.9,30.9,25.2,94.5,0.773,0,0
Essien Udim,Akwa Ibom,SS,2024,2,21.7,31.5,21.5,66.4,0.391,0,1
Essien Udim,Akwa Ibom,SS,2024,3,67.1,29.7,20.2,75.7,0.436,0,0
Essien Udim,Akwa Ibom,SS,2024,4,379.7,30.1,25.5,65.6,0.195,0,0
